,Date,Open Price,High Price,Low Price,Close Price,Volume,MA60,MA20,MA10,MA5,kc_middle,kc_upper,kc_lower
90,20221104 18:00:00,20773.94,21054.65,20715.64,20953.13,22604.00269,20399.217666666664,20592.665,20786.838,20913.528000000002,20522.381413310144,20957.061026594387,20087.7018000259
91,20221104 19:00:00,20953.13,21115.48,20914.8,21108.54,20986.58265,20410.666,20637.701,20840.762,20891.578,20550.610893503796,20981.958339852747,20119.263447154844
92,20221104 20:00:00,21108.54,21149.91,21048.63,21130.15,14493.69344,20421.079,20680.197,20888.268000000004,20949.868,20578.506484477733,20986.973915589344,20170.039053366123
93,20221104 21:00:00,21130.65,21200.0,21071.91,21169.95,7070.52333,20432.782166666668,20724.34,20949.416999999998,21027.198,20606.960428261275,21000.198355091736,20213.722501430813
94,20221104 22:00:00,21169.95,21209.16,21132.24,21178.03,9479.65724,20445.5865,20767.626500000002,20991.456,21107.96,20634.420732561608,21003.717789801733,20265.123675321483
95,20221104 23:00:00,21179.06,21202.04,21128.32,21148.52,7419.61699,20457.539666666667,20808.963,21030.283000000003,21147.038,20659.13004578007,21006.2404990989,20312.01959246124
96,20221105 00:00:00,21148.52,21460.01,21080.65,21434.33,22685.78516,20474.837,20864.19,21051.887,21212.196000000004,20696.372177300043,21084.645085057047,20308.09926954304
97,20221105 01:00:00,21434.33,21450.0,21319.01,21364.81,12642.55524,20490.934,20910.230499999998,21104.498,21259.128000000004,20728.471670361563,21104.114873191473,20352.828467531654
98,20221105 02:00:00,21365.92,21413.64,21345.0,21387.53,10563.20159,20506.852166666667,20949.2595,21164.921,21302.644,20760.108007463863,21111.91418651667,20408.301828411055
99,20221105 03:00:00,21386.94,21480.65,21373.72,21444.61,14126.99636,20524.111833333332,20990.912,21231.96,21355.96,20792.95311070082,21130.964305434267,20454.94191596737
100,20221105 04:00:00,21445.19,21467.93,21364.71,21367.24,10940.15774,20538.177000000003,21030.1045,21273.371,21399.703999999998,20820.499607389873,21145.353368118107,20495.64584666164
101,20221105 05:00:00,21367.24,21430.3,21364.34,21389.9,8409.52996,20554.064166666667,21071.1345,21301.507,21390.818000000003,20847.802231557154,21153.3622011118,20542.24226200251
102,20221105 06:00:00,21389.9,21443.8,21372.33,21401.4,9087.6348,20569.8165,21108.45,21328.632,21398.136,20874.338346974222,21163.636004682034,20585.04068926641
103,20221105 07:00:00,21401.93,21414.0,21381.53,21384.42,8030.86543,20588.712166666668,21149.748,21350.079,21397.514000000003,20898.780867597045,21165.642368540655,20631.919366653434
104,20221105 08:00:00,21384.92,21391.51,21234.9,21291.0,15857.13627,20607.30216666667,21176.416,21361.376,21366.791999999998,20917.56992027004,21189.067343830215,20646.07249670987
105,20221105 09:00:00,21291.0,21326.71,21236.53,21290.65,9403.69792,20626.279166666667,21202.935999999998,21375.589,21351.474000000002,20935.437026812222,21197.82057936665,20673.053474257795
106,20221105 10:00:00,21289.82,21321.79,21280.0,21318.14,7646.74153,20646.417666666668,21207.9285,21363.97,21337.122,20953.760002036914,21198.26297217678,20709.257031897047
107,20221105 11:00:00,21317.47,21427.34,21311.18,21404.63,13279.97188,20667.2975,21236.225,21367.952,21337.768,20975.341080140803,21218.625739336745,20732.05642094486
108,20221105 12:00:00,21404.63,21420.84,21288.37,21310.59,10962.71704,20685.74916666667,21262.589500000002,21360.258,21323.002,20991.38395534361,21236.834170904465,20745.93373978275
109,20221105 13:00:00,21309.71,21325.4,21249.17,21271.45,8454.08147,20701.840000000004,21287.451,21342.942000000003,21319.092,21004.78298700231,21240.934094884444,20768.631879120174
